Temperature_root,Time_root,Rectified_Impedance
24,733517.164863275,0.0745471131535048+-0.00100261717806259i
24,733517.164863275,0.0708324208434376+-0.000873386971421703i
24,733517.164863275,0.0746669589703649+-0.00107258310764408i
24,733517.164863275,0.070003391681006+-0.00192036934737679i
24,733517.164863275,0.0722694457632329+-0.00124490120134527i
24,733517.164863275,0.0723392923068665+-0.00113699594201899i
24,733517.164863275,0.0709941696864434+-0.00102035616438915i
24,733517.164863275,0.0703470950005159+-0.000968356913548052i
24,733517.164863275,0.0702038453454925+-0.00115389552523429i
24,733517.164863275,0.0695695150414254+-0.00140252253930029i
24,733517.164863275,0.0672255756771623+-0.00153062042571413i
24,733517.164863275,0.0662920839646657+-0.000890400692265028i
24,733517.164863275,0.0664075387217197+-0.00190586388689023i
24,733517.164863275,0.0657359871049361+-0.00211020421402536i
24,733517.164863275,0.0647191494073976+-0.00177168112108427i
24,733517.164863275,0.062909453010874+-0.00173324773398676i
24,733517.164863275,0.0576293825335469+-0.00148722016990588i
24,733517.164863275,0.0613859482507329+-0.00178470332254568i
24,733517.164863275,0.059722808159937+-0.00172044228864154i
24,733517.164863275,0.0568330739570913+-0.00197555129703212i
24,733517.164863275,0.0581083601008631+-0.00189166815158053i
24,733517.164863275,0.0565427475275433+-0.00213244208629353i
24,733517.164863275,0.0559033423698984+-0.00159326495264762i
24,733517.164863275,0.0538880292920403+-0.0016060828246426i
24,733517.164863275,0.0529811839872408+-0.00170578463079357i
24,733517.164863275,0.0522419079189988+-0.00158496433423947i
24,733517.164863275,0.0506512706245887+-0.00144693264669566i
24,733517.164863275,0.0510937251602948+-0.00115480322524854i
24,733517.164863275,0.049644957193059+-0.00129531043640926i
24,733517.164863275,0.049033508638438+-0.00117783890228903i
24,733517.164863275,0.0481014747547185+-0.00122904615899586i
24,733517.164863275,0.0467251172375978+-0.000972244715725842i
24,733517.164863275,0.0461622992632462+-0.00064673436333423i
24,733517.164863275,0.0445960144312838+-0.00154056059989822i
24,733517.164863275,0.0430406182777307+-6.39110674944506e-05i
24,733517.164863275,0.0450130594838644+0.000248672920039401i
24,733517.164863275,0.0447086162171919+0.000574699284655011i
24,733517.314278426,0.0705095503356445+-0.000125780148694438i
24,733517.314278426,0.0710166632964175+-0.00109760543897086i
24,733517.314278426,0.0673898249263192+-0.000248710406700944i
24,733517.314278426,0.0673073726665431+-0.000664544861111671i
24,733517.314278426,0.0642444523882244+-0.000508728680737334i
24,733517.314278426,0.0680661494814378+-0.00109901124044782i
24,733517.314278426,0.068957825127307+-0.000295966213441683i
24,733517.314278426,0.0678008665611254+-0.000542692333671603i
24,733517.314278426,0.0680108793211829+-0.000341013654843998i
24,733517.314278426,0.0670051527797395+-0.000519638321325892i
24,733517.314278426,0.0673916440685565+-0.000656168286176873i
24,733517.314278426,0.0667965523741339+-0.000586839785311158i
24,733517.314278426,0.0656481322795758+-0.00054948581590498i
24,733517.314278426,0.0630926272685338+-0.000341748755234908i
24,733517.314278426,0.0636776501011352+-0.000246767237709198i
24,733517.314278426,0.0650010548768048+-0.000748265108374231i
24,733517.314278426,0.0643026346572766+-0.000361565064854317i
24,733517.314278426,0.0629417102454675+-0.00128860362799135i
24,733517.314278426,0.0640855081164025+-0.00132534235900526i
24,733517.314278426,0.0630925117156771+-0.00137557069080586i
24,733517.314278426,0.061191676631462+-0.00127192313813113i
24,733517.314278426,0.059333674689165+-0.00133501245615299i
24,733517.314278426,0.0601755119554519+-0.00236310863278727i
24,733517.314278426,0.0579008102241412+-0.00147604354737872i
24,733517.314278426,0.0578150764772379+-0.00163798657803184i
24,733517.314278426,0.0553486905497659+-0.00157594731444485i
24,733517.314278426,0.0546833354343738+-0.00143655310811327i
24,733517.314278426,0.0537538441282506+-0.001539082860946i
24,733517.314278426,0.0516505554548489+-0.00153653526655329i
24,733517.314278426,0.0514828258163196+-0.00110157441671578i
24,733517.314278426,0.0504181942231684+-0.00141080396692105i
24,733517.314278426,0.0503529957294132+-0.00127700300707661i
24,733517.314278426,0.0484067976615554+-0.00119013352838495i
24,733517.314278426,0.0470803552430183+-0.00109972389334087i
24,733517.314278426,0.04632675381692+-0.00110256797365992i
24,733517.314278426,0.0453401605542515+-0.000707439397224865i
24,733517.314278426,0.0421503403616678+-0.000328940161732668i
24,733517.314278426,0.0452483249372257+0.000169141214321801i
24,733517.314278426,0.0440016925032553+0.000561541381152442i
24,733517.38553765,0.0612566433706154+-0.000404345642025822i
24,733517.38553765,0.0776167127686768+-0.00230621651534873i
24,733517.38553765,0.073106483949499+-0.00122464428572166i
24,733517.38553765,0.0688172268288576+-0.00132946641701286i
24,733517.38553765,0.0704057587525019+-0.0012686136081737i
24,733517.38553765,0.0691331342448201+-0.000905016272917593i
24,733517.38553765,0.0710354248164744+-0.00114500376506671i
24,733517.38553765,0.0691281407024261+-0.00128509842510789i
24,733517.38553765,0.0704531052026311+-0.00136227643310331i
24,733517.38553765,0.0700810607495378+-0.00108868193781872i
24,733517.38553765,0.0679795116283855+-0.000757618194530754i
24,733517.38553765,0.0695402080284062+-0.00132253697174948i
24,733517.38553765,0.0671082603951917+-0.00120753952962715i
24,733517.38553765,0.0668974878688783+-0.00159062460696328i
24,733517.38553765,0.0662854584787213+-0.00178679537157548i
24,733517.38553765,0.0641354906332366+-0.00223488072995339i
24,733517.38553765,0.0629469627958329+-0.00162582187805189i
24,733517.38553765,0.0627821066127945+-0.00163341265860647i
24,733517.38553765,0.0622952998601947+-0.00281653584013555i
24,733517.38553765,0.0608704314176538+-0.00190742334948809i
24,733517.38553765,0.0592901666886973+-0.0015696362456688i
24,733517.38553765,0.0590846989290732+-0.0016985094272059i
24,733517.38553765,0.0558026452394183+-0.00200216280553179i
24,733517.38553765,0.0533423202033953+-0.0018793747740852i
24,733517.38553765,0.0558627141583244+-0.0015904583050198i
24,733517.38553765,0.0541026840968176+-0.00148068607493529i
24,733517.38553765,0.0527028425718827+-0.00154839724324702i
24,733517.38553765,0.0521718197661047+-0.00155230824389669i
24,733517.38553765,0.0498362936135339+-0.0013447555378595i
24,733517.38553765,0.0502455304390722+-0.00128394963423369i
24,733517.38553765,0.0491978103756441+-0.00119277698348835i
24,733517.38553765,0.0482198322245459+-0.00117915594677973i
24,733517.38553765,0.0470401448817583+-0.00113025855619541i
24,733517.38553765,0.0477373623137628+-0.000466525775625469i
24,733517.38553765,0.0449899550918044+-0.000664562954143052i
24,733517.38553765,0.0470504880659863+-0.00056250228601893i
24,733517.38553765,0.0418547311125466+-0.000218037450463879i
24,733517.38553765,0.0438768011238404+9.25672039708755e-05i
24,733517.38553765,0.0440222158056792+0.000553150612617121i
24,733517.532643762,0.0679609746327446+-0.000357451831101589i
24,733517.532643762,0.0691759212293985+-0.000153134490739319i
24,733517.532643762,0.0674328257949681+-0.00053484019763902i
24,733517.532643762,0.0677725794156882+-0.000371971759741573i
24,733517.532643762,0.0683086018269686+-0.00078160526995825i
24,733517.532643762,0.0674178058770905+-0.00064263206404289i
24,733517.532643762,0.0691523841205157+-0.00013343953941566i
24,733517.532643762,0.066137413020566+9.23381874106819e-05i
24,733517.532643762,0.0675701159334146+-0.000332105188286622i
24,733517.532643762,0.0663338291123494+-0.000799975155696865i
24,733517.532643762,0.0662054232271183+-0.000537998121595436i
24,733517.532643762,0.0665878715810604+-0.000616472364009035i
24,733517.532643762,0.0654562059083061+-0.000702879656941293i
24,733517.532643762,0.0630210018376614+-0.000234610703025976i
24,733517.532643762,0.062039567691106+-0.000960192561548102i
24,733517.532643762,0.0649234188007419+-0.00109014899088962i
24,733517.532643762,0.0646527209118111+-0.000851625695299353i
24,733517.532643762,0.0626446489455388+-0.000981055223895778i
24,733517.532643762,0.0623374284120216+-0.00119639777303664i
24,733517.532643762,0.0622307307588762+-0.00118549582051298i
24,733517.532643762,0.061472398405299+-0.00108375028078432i
24,733517.532643762,0.0598967088459194+-0.000721484010488505i
24,733517.532643762,0.0602313187031889+-0.00206809393549092i
24,733517.532643762,0.0579594405327614+-0.00158458562750713i
24,733517.532643762,0.0571894497488472+-0.00144574136899401i
24,733517.532643762,0.0564421933387559+-0.00141786874629062i
24,733517.532643762,0.0545900016161846+-0.00152036891996359i
24,733517.532643762,0.0527544605851466+-0.00222798303790746i
24,733517.532643762,0.0517342302622718+-0.00166991379225451i
24,733517.532643762,0.051508739539524+-0.00141753571970464i
24,733517.532643762,0.0492358485177427+-0.00131281454995078i
24,733517.532643762,0.050511863915412+-0.00139973908900962i
24,733517.532643762,0.0499067976444547+-0.00139043329411113i
24,733517.532643762,0.0469670181735822+-0.00111517596548493i
24,733517.532643762,0.0458254100464094+-0.000958811622621456i
24,733517.532643762,0.0451198079995507+-0.000761935260367125i
24,733517.532643762,0.0428528205899432+-0.000326043641432089i
24,733517.532643762,0.0434341552257825+-0.000151751161620747i
24,733517.532643762,0.0450457199074385+0.000489113268250935i
24,733517.603460463,0.0598697674427394+-0.000977942245080714i
24,733517.603460463,0.0779061469694426+-0.00176080845441849i
24,733517.603460463,0.0730408774694192+-0.000651640398606041i
24,733517.603460463,0.0710239356330468+-0.000677795627984563i
24,733517.603460463,0.0704205320995692+-0.00106371217546383i
24,733517.603460463,0.072275727925901+8.26518534412068e-05i
24,733517.603460463,0.0724196899358796+-0.000877253560251918i
24,733517.603460463,0.0713224469421321+-0.000832488426102814i
24,733517.603460463,0.0714090440150677+-0.00109640550567856i
24,733517.603460463,0.0704117684495383+-0.00114610793079069i
24,733517.603460463,0.0702130640968814+-0.00120803963479758i
24,733517.603460463,0.0695412368350055+-0.000997391283292952i
24,733517.603460463,0.0676706820891127+-0.00167547738704049i
24,733517.603460463,0.0662528388662192+-0.00158593218892923i
24,733517.603460463,0.0663781997023026+-0.00186422339511804i
24,733517.603460463,0.0654270877181992+-0.00164118973801321i
24,733517.603460463,0.0667556682934504+-0.00181892464433036i
24,733517.603460463,0.0614679199401202+-0.00189051863707235i
24,733517.603460463,0.063986216245872+-0.00192228905903473i
24,733517.603460463,0.0611215785970101+-0.00232099985909789i
24,733517.603460463,0.0603337792240266+-0.0017548217811781i
24,733517.603460463,0.0584174698185541+-0.00128418050940375i
24,733517.603460463,0.058175596938847+-0.00187975062700685i
24,733517.603460463,0.0550596764682044+-0.00147654599574069i
24,733517.603460463,0.0560143721189955+-0.00168355673422397i
24,733517.603460463,0.054222479215372+-0.00161982553077866i
24,733517.603460463,0.0533573576243734+-0.00135479999885714i
24,733517.603460463,0.0516199483455028+-0.00155790995698403i
24,733517.603460463,0.0502390890333098+-0.00138521344981095i
24,733517.603460463,0.0498837277660772+-0.00123514793406265i
24,733517.603460463,0.0501263559524686+-0.00110198354035917i
24,733517.603460463,0.0489259151829352+-0.00120783518131271i
24,733517.603460463,0.0475792566739476+-0.00108935747557816i
24,733517.603460463,0.0464856892586548+-0.00079024987834687i
24,733517.603460463,0.0433039168905987+-0.000581235542241753i
24,733517.603460463,0.0454899709307302+-0.000479213001958539i
24,733517.603460463,0.0426919525119041+-0.000270608442522791i
24,733517.603460463,0.0445539113205328+0.000255219549596337i
24,733517.603460463,0.0446435432542312+0.0005832937829662i
24,733517.758883461,0.067916851114995+-0.000630397397047801i
24,733517.758883461,0.0702093132142454+-0.000534537967411123i
24,733517.758883461,0.0653677493941865+-0.000950157484971346i
24,733517.758883461,0.0675069244986232+-0.000386900898739288i
24,733517.758883461,0.0676484657043794+-7.57492246320027e-05i
24,733517.758883461,0.0664667657001356+-0.000373604096741433i
24,733517.758883461,0.0692988095653689+-0.000764023287085132i
24,733517.758883461,0.0661521823449503+-9.63139856909518e-05i
24,733517.758883461,0.0675837269266126+-0.000182722180118458i
24,733517.758883461,0.0669029053606728+-0.000212351109110495i
24,733517.758883461,0.0661369019683064+-0.000418213514452579i
24,733517.758883461,0.0649466855646753+-0.000660005138846558i
24,733517.758883461,0.0646351866069326+-0.000604847214796035i
24,733517.758883461,0.0650495550381891+-0.000890307150301015i
24,733517.758883461,0.0649488000710512+-0.00138059890763697i
24,733517.758883461,0.065462421507217+-0.000871863483905968i
24,733517.758883461,0.0630124985803269+-0.000763082149217698i
24,733517.758883461,0.0629387551241064+-0.00104368096559666i
24,733517.758883461,0.0628710052841122+-0.00188576525463075i
24,733517.758883461,0.0618804486908895+-0.00126564587114104i
24,733517.758883461,0.0608458845714327+-0.00124739230721424i
24,733517.758883461,0.060124341255404+-0.00157854275622391i
24,733517.758883461,0.0577799963071272+-0.00165242747447144i
24,733517.758883461,0.0576309583545899+-0.00174807195220829i
24,733517.758883461,0.0572910296064464+-0.00165466941113907i
24,733517.758883461,0.0558630819783559+-0.00150033831409124i
24,733517.758883461,0.0543829582513878+-0.00152995757817363i
24,733517.758883461,0.0534189223559408+-0.00141609794486724i
24,733517.758883461,0.0512424758425939+-0.00168997044799118i
24,733517.758883461,0.0515090262041271+-0.0013898376267821i
24,733517.758883461,0.0516413806800832+-0.000834866253871948i
24,733517.758883461,0.0489987843477184+-0.00147373925958028i
24,733517.758883461,0.0480510497471067+-0.00110666089854083i
24,733517.758883461,0.0472353400478116+-0.0012017922137449i
24,733517.758883461,0.0456305133308071+-0.000829829177157628i
24,733517.758883461,0.045488629066366+-0.000624668111078402i
24,733517.758883461,0.0418318787130425+-0.000395891131427303i
24,733517.758883461,0.0437688448575651+-3.19853948469802e-05i
24,733517.758883461,0.0430509886999937+0.00043661911060225i
24,733517.829922407,0.0607988011689787+-0.000864897699241246i
24,733517.829922407,0.0757463762050298+-0.00166603692640241i
24,733517.829922407,0.0724967487225849+-0.000898657017627518i
24,733517.829922407,0.0702658085017612+-0.000961183186718458i
24,733517.829922407,0.0716097984046565+-0.00121907199112741i
24,733517.829922407,0.0714944906875767+-0.000724236477261382i
24,733517.829922407,0.0733410610711667+-0.000588387925252043i
24,733517.829922407,0.0692215570544028+-0.000512513029844999i
24,733517.829922407,0.0695389560053302+-0.000805413591490001i
24,733517.829922407,0.0703964687126115+-0.0019762958617409i
24,733517.829922407,0.0694898289660629+-0.00100427671068039i
24,733517.829922407,0.071157283484953+-0.00133901252505767i
24,733517.829922407,0.0679264753667567+-0.00227823316294047i
24,733517.829922407,0.066429675623037+-0.00130684366370676i
24,733517.829922407,0.0667567880108211+-0.00119647058214621i
24,733517.829922407,0.0647214919680024+-0.00176100809253145i
24,733517.829922407,0.0630355929673574+-0.00165799163193493i
24,733517.829922407,0.0638719676321514+-0.00131528504411042i
24,733517.829922407,0.0619067999741436+-0.00188809187963927i
24,733517.829922407,0.0605173792034457+-0.00197949476153568i
24,733517.829922407,0.0588755079317844+-0.00161210506980179i
24,733517.829922407,0.0547810459438153+-0.00167542302313177i
24,733517.829922407,0.0572697635124547+-0.00200381017799494i
24,733517.829922407,0.0521561843792788+-0.00202142780116657i
24,733517.829922407,0.0557969925608712+-0.00155616107656167i
24,733517.829922407,0.0539644902243702+-0.0014482671591246i
24,733517.829922407,0.0522995985417684+-0.00155914048752267i
24,733517.829922407,0.0516959775156116+-0.00146399952698512i
24,733517.829922407,0.0496435337838161+-0.0013338544392552i
24,733517.829922407,0.0501399457999467+-0.0012329386501253i
24,733517.829922407,0.0487207258950765+-0.00119920385930347i
24,733517.829922407,0.0484848445832651+-0.00102776855086984i
24,733517.829922407,0.0468764633339085+-0.00116058214612108i
24,733517.829922407,0.0465440860066605+-0.00098448848637133i
24,733517.829922407,0.044219272275657+-0.000631144060769458i
24,733517.829922407,0.0444901043851812+-0.000639261695085237i
24,733517.829922407,0.0424365613530327+-0.000380511724873014i
24,733517.829922407,0.0442836429876821+0.000122968427998842i
24,733517.829922407,0.0445148092538425+0.000565602516025916i
24,733517.977237766,0.0712617479303755+-0.00139863841853116i
24,733517.977237766,0.0690239330868952+-0.000474489646560533i
24,733517.977237766,0.0670320087884544+-0.000408939222465741i
24,733517.977237766,0.069375401260722+1.23526891047097e-05i
24,733517.977237766,0.0675584972116356+-0.000429839736802632i
24,733517.977237766,0.0676722452472104+-0.000399319716330596i
24,733517.977237766,0.0685989819850341+0.000106907514594404i
24,733517.977237766,0.0665187286478023+-0.000664205967796792i
24,733517.977237766,0.0669003875142+0.000103299197520314i
24,733517.977237766,0.0650747619737106+-0.000172595680743857i
24,733517.977237766,0.0663786438789911+-0.00062691651560475i
24,733517.977237766,0.0658794111108168+-0.000435266390257401i
24,733517.977237766,0.065997350205855+-0.00100484871982281i
24,733517.977237766,0.0652998949808271+-0.000913518139639387i
24,733517.977237766,0.0638746125452959+-0.00114176717150024i
24,733517.977237766,0.0641564246478974+-0.000822893378690682i
24,733517.977237766,0.0650762290959226+-0.00141046217858844i
24,733517.977237766,0.0627865904950563+-0.000891154755876336i
24,733517.977237766,0.0646820174292544+-0.00118761493413565i
24,733517.977237766,0.0601927232355095+-0.00219218768129975i
24,733517.977237766,0.0612103546137551+-0.00152830316299923i
24,733517.977237766,0.0608958255291325+-0.00186921172154566i
24,733517.977237766,0.0595575503311207+-0.0018857380831029i
24,733517.977237766,0.0586202538944983+-0.00231511507727723i
24,733517.977237766,0.0581076991963196+-0.00155647964075033i
24,733517.977237766,0.0562387543626612+-0.00141962152253718i
24,733517.977237766,0.0545429033957409+-0.00154077832861894i
24,733517.977237766,0.0536448202830161+-0.00168666126127416i
24,733517.977237766,0.052736059351344+-0.00135503206174147i
24,733517.977237766,0.0517533361500531+-0.00141157528568033i
24,733517.977237766,0.0508269399885514+-0.00150552215296519i
24,733517.977237766,0.0495907365460699+-0.00146489428891467i
24,733517.977237766,0.0491112750096247+-0.001499223006596i
24,733517.977237766,0.0477124817836048+-0.00114288727960715i
24,733517.977237766,0.045279920333091+-0.000917523044431161i
24,733517.977237766,0.0454570842330903+-0.000883725510826446i
24,733517.977237766,0.0419514019451732+-0.000506345641899899i
24,733517.977237766,0.0438911712766002+-3.99455957474031e-05i
24,733517.977237766,0.0438677256291697+0.000800874209441114i
24,733518.047354236,0.0598538461377434+8.91807905792362e-05i
24,733518.047354236,0.0787599055377448+-0.00203717851683757i
24,733518.047354236,0.0732523810573552+-0.0010290602195161i
24,733518.047354236,0.0700055745984218+-0.000747731128770694i
24,733518.047354236,0.0707964770493641+-0.000316176255068225i
24,733518.047354236,0.0716990672153764+-0.0012793005131521i
24,733518.047354236,0.0709288596959535+-0.000146357787532847i
24,733518.047354236,0.0708420988425928+-0.000971111121125117i
24,733518.047354236,0.0715028826184595+-0.00169477616888658i
24,733518.047354236,0.0689353600021746+-0.000930306524375897i
24,733518.047354236,0.0691902380098791+-0.000744528865087541i
24,733518.047354236,0.0686779133851777+-0.00079487701306306i
24,733518.047354236,0.0660820824052377+-0.00125076004956729i
24,733518.047354236,0.0673577476569893+-0.00107257743111804i
24,733518.047354236,0.0682825896597193+-0.00208874587274537i
24,733518.047354236,0.0648345348530142+-0.00220718644814109i
24,733518.047354236,0.066510393461312+-0.00175094742951313i
24,733518.047354236,0.0620917347719534+-0.00319168919297493i
24,733518.047354236,0.0618351186077317+-0.00178034962065388i
24,733518.047354236,0.0606680595374975+-0.00172147438624485i
24,733518.047354236,0.0597172861017494+-0.00174387950392212i
24,733518.047354236,0.0562306878978888+-0.00169104973933041i
24,733518.047354236,0.0567892474047895+-0.00207776482520234i
24,733518.047354236,0.0565881482568383+-0.00156077361500279i
24,733518.047354236,0.0556132798988241+-0.00169556380339828i
24,733518.047354236,0.0541318295726706+-0.00146058688546275i
24,733518.047354236,0.0521128624945848+-0.00125484466020697i
24,733518.047354236,0.051066391402797+-0.000956715936282792i
24,733518.047354236,0.0500846399127678+-0.00136838958884178i
24,733518.047354236,0.0508232557807285+-0.00113327146661574i
24,733518.047354236,0.0486487805179808+-0.00256449390446036i
24,733518.047354236,0.0483816319096784+-0.0011045486016586i
24,733518.047354236,0.0475127700415633+-0.00106351073520858i
24,733518.047354236,0.0464109288052352+-0.000931294339408195i
24,733518.047354236,0.0519355628821859+-0.00223610143279219i
24,733518.047354236,0.04819062183113+-0.00149611449106286i
24,733518.047354236,0.0422462828913365+-7.16007914529601e-06i
24,733518.047354236,0.0441136145719664+0.000188543910852675i
24,733518.047354236,0.0439039567664772+0.000548798396010216i
24,733518.194436296,0.0688454187130175+-0.000552880954722567i
24,733518.194436296,0.0700762280872168+-0.000513091238426297i
24,733518.194436296,0.0677385792017444+-0.000579428369671889i
24,733518.194436296,0.0658624220145114+-0.000330376362809677i
24,733518.194436296,0.0678437126986394+-0.000332474660146453i
24,733518.194436296,0.0675413369385512+-0.000197850004531133i
24,733518.194436296,0.0678983002328987+-0.000419902873003019i
24,733518.194436296,0.067690655926554+-0.000490323451934608i
24,733518.194436296,0.0652523624238226+-0.000841215938866676i
24,733518.194436296,0.0668747526351345+0.000117291642198407i
24,733518.194436296,0.0667720298242763+-0.00104196194689531i
24,733518.194436296,0.0653952878656472+-0.000542256482345837i
24,733518.194436296,0.0645855758404536+-0.000443284030725411i
24,733518.194436296,0.0661413648554361+-0.000869471718864493i
