Temperature_root,Time_root,Time,Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Capacity
24,733596.635750868,724.141,3.70980558240052,-2.01071778705153,29.3044684582867,1.9988,2.8,1.85500452079108
24,733596.635750868,733.5,3.70741417967362,-2.00984504343456,29.3374154251564,1.9988,2.797,1.85500452079108
24,733596.635750868,742.891,3.70549909855257,-2.00748942119664,29.3708301358514,1.9988,2.795,1.85500452079108
24,733596.635750868,752.281,3.70348787383637,-2.00914035771498,29.3943570798105,1.999,2.793,1.85500452079108
24,733596.635750868,761.656,3.70137026691848,-2.00576170143769,29.4170877252223,1.999,2.792,1.85500452079108
24,733596.635750868,771.031,3.69935948892413,-2.01055003378682,29.4508028467852,1.999,2.789,1.85500452079108
24,733596.635750868,780.422,3.69734112805233,-2.00915899503867,29.4816806939579,1.999,2.788,1.85500452079108
24,733596.635750868,789.844,3.69521669496981,-2.00988388727124,29.4961562077849,1.9988,2.786,1.85500452079108
24,733596.635750868,799.25,3.69320751647194,-2.01120640375037,29.5224239166298,1.999,2.784,1.85500452079108
24,733596.635750868,808.656,3.69139262005418,-2.01011034197611,29.5483401594151,1.999,2.781,1.85500452079108
24,733596.635750868,818.031,3.68932110267559,-2.00741280395702,29.5622977077133,1.999,2.78,1.85500452079108
24,733596.635750868,827.438,3.68698537943806,-2.00838122280603,29.5817489351445,1.999,2.778,1.85500452079108
24,733596.635750868,836.781,3.68511785487017,-2.01075585432893,29.6064039492852,1.9988,2.776,1.85500452079108
24,733596.635750868,846.188,3.68327627039334,-2.00870621738004,29.6246633606821,1.9988,2.774,1.85500452079108
24,733596.635750868,855.641,3.68118359330667,-2.00825794317531,29.6575982420172,1.999,2.772,1.85500452079108
24,733596.635750868,865.031,3.67916749138214,-2.0107561172054,29.6754645558164,1.999,2.77,1.85500452079108
24,733596.635750868,874.453,3.67715312572625,-2.00860057968595,29.6943317955612,1.9988,2.768,1.85500452079108
24,733596.635750868,883.828,3.6751919995393,-2.00789788455845,29.7091909212183,1.999,2.766,1.85500452079108
24,733596.635750868,893.219,3.6731165332397,-2.00840372053577,29.73286708998,1.999,2.764,1.85500452079108
24,733596.635750868,902.578,3.67104168595108,-2.00856583810256,29.7547383114952,1.9988,2.763,1.85500452079108
24,733596.635750868,911.953,3.66929577587176,-2.00916687198195,29.7881391867516,1.9988,2.76,1.85500452079108
24,733596.635750868,921.328,3.66736837180765,-2.00932445568742,29.804917212341,1.999,2.759,1.85500452079108
24,733596.635750868,930.813,3.66534934092613,-2.00930603473172,29.8343895313562,1.999,2.757,1.85500452079108
24,733596.635750868,940.188,3.66344992742009,-2.00876985982623,29.8632515937072,1.999,2.754,1.85500452079108
24,733596.635750868,949.578,3.66148063595138,-2.00875048063551,29.8805570440009,1.999,2.753,1.85500452079108
24,733596.635750868,958.953,3.65957259939196,-2.00714511699559,29.8959771018552,1.999,2.751,1.85500452079108
24,733596.635750868,968.313,3.65762586033072,-2.00999843929181,29.9246332731054,1.999,2.749,1.85500452079108
24,733596.635750868,977.703,3.65575781682548,-2.01046799497728,29.9412100570324,1.9988,2.747,1.85500452079108
24,733596.635750868,987.063,3.65399955903709,-2.00858362897376,29.9685721004088,1.9988,2.745,1.85500452079108
24,733596.635750868,996.391,3.65197902209958,-2.01097839438149,30.0051000857397,1.999,2.743,1.85500452079108
24,733596.635750868,1005.797,3.65007823955072,-2.00853462233262,30.0240619455508,1.9988,2.741,1.85500452079108
24,733596.635750868,1015.156,3.64821543145967,-2.01003693864358,30.0346624012011,1.999,2.74,1.85500452079108
24,733596.635750868,1024.516,3.6465094024621,-2.00996242419967,30.0645847440337,1.999,2.738,1.85500452079108
24,733596.635750868,1033.891,3.6446136240682,-2.01112190160261,30.0970673570649,1.999,2.736,1.85500452079108
24,733596.635750868,1043.266,3.64260812388616,-2.00836535030059,30.1331707144381,1.999,2.735,1.85500452079108
24,733596.635750868,1052.641,3.640871999371,-2.00941053724189,30.1525718677781,1.999,2.733,1.85500452079108
24,733596.635750868,1062.031,3.63899383964271,-2.00977067215407,30.1802677189541,1.9988,2.731,1.85500452079108
24,733596.635750868,1071.375,3.63706795535757,-2.00914227506632,30.2143482253769,1.9988,2.729,1.85500452079108
24,733596.635750868,1080.781,3.63544286495306,-2.01029415571111,30.2464027216207,1.999,2.727,1.85500452079108
24,733596.635750868,1090.266,3.6335267662682,-2.0079700417516,30.2659628590741,1.999,2.725,1.85500452079108
24,733596.635750868,1099.672,3.63170033265947,-2.0102047894623,30.2931748317862,1.999,2.723,1.85500452079108
24,733596.635750868,1109.156,3.6299289896435,-2.01121250863949,30.315944927586,1.999,2.722,1.85500452079108
24,733596.635750868,1118.516,3.62813190204273,-2.00868531448404,30.3523824002605,1.9988,2.72,1.85500452079108
24,733596.635750868,1127.906,3.62615217647662,-2.00872367893032,30.3693972268785,1.9988,2.719,1.85500452079108
24,733596.635750868,1137.328,3.62436577716451,-2.00912888970021,30.4018575767246,1.999,2.717,1.85500452079108
24,733596.635750868,1146.735,3.6227629403541,-2.01065251468003,30.4232290806035,1.9988,2.715,1.85500452079108
24,733596.635750868,1156.11,3.62091062172031,-2.00835050238985,30.4529348032855,1.9988,2.713,1.85500452079108
24,733596.635750868,1165.578,3.61917456396847,-2.00695659802011,30.4826828952271,1.999,2.711,1.85500452079108
24,733596.635750868,1174.985,3.6174321638977,-2.00632133229022,30.5125591929014,1.999,2.709,1.85500452079108
24,733596.635750868,1184.485,3.61542630955208,-2.0081773998166,30.5347482092343,1.999,2.708,1.85500452079108
24,733596.635750868,1193.875,3.61398438232392,-2.00792121511523,30.5575630882534,1.999,2.706,1.85500452079108
24,733596.635750868,1203.281,3.61206055276533,-2.00972162851763,30.5867792356143,1.999,2.705,1.85500452079108
24,733596.635750868,1212.672,3.61032344191144,-2.00956673943027,30.6230287046274,1.999,2.703,1.85500452079108
24,733596.635750868,1222.078,3.60860368793965,-2.00948727676815,30.6433845579652,1.999,2.701,1.85500452079108
24,733596.635750868,1231.516,3.60693048317568,-2.01043999475915,30.6867265882138,1.999,2.699,1.85500452079108
24,733596.635750868,1240.906,3.60510415603275,-2.0076744244551,30.7059704432798,1.999,2.697,1.85500452079108
24,733596.635750868,1250.297,3.60344062633289,-2.0070612197804,30.733603501986,1.999,2.696,1.85500452079108
24,733596.635750868,1259.672,3.60190107973855,-2.00972495795453,30.758457130165,1.999,2.694,1.85500452079108
24,733596.635750868,1269.063,3.59994447465969,-2.00622318519059,30.7759894116074,1.999,2.693,1.85500452079108
24,733596.635750868,1278.406,3.59798072502461,-2.00954351246122,30.8120589767702,1.999,2.691,1.85500452079108
24,733596.635750868,1287.781,3.59658667345947,-2.01062803997902,30.8424119844027,1.9988,2.689,1.85500452079108
24,733596.635750868,1297.188,3.59479278219206,-2.00825324941789,30.8661678781407,1.999,2.687,1.85500452079108
24,733596.635750868,1306.641,3.59329506108492,-2.00706578316493,30.9039570655721,1.999,2.686,1.85500452079108
24,733596.635750868,1316.047,3.59138759790026,-2.01026449115581,30.9375749797463,1.999,2.684,1.85500452079108
24,733596.635750868,1325.438,3.58963254634082,-2.01024134751332,30.9636223109938,1.999,2.683,1.85500452079108
24,733596.635750868,1334.797,3.58807234897281,-2.00997453554303,30.9857143297826,1.999,2.681,1.85500452079108
24,733596.635750868,1344.235,3.58634577600034,-2.00890489481331,31.0125183557534,1.9988,2.679,1.85500452079108
24,733596.635750868,1353.641,3.58481734491276,-2.00884227772306,31.0375801570598,1.999,2.677,1.85500452079108
24,733596.635750868,1363.016,3.58319578663363,-2.00723017114648,31.0677740503237,1.999,2.676,1.85500452079108
24,733596.635750868,1372.438,3.5814825535597,-2.00870709485728,31.08681637171,1.999,2.674,1.85500452079108
24,733596.635750868,1381.86,3.57986543424481,-2.00960182654801,31.1228217991934,1.999,2.673,1.85500452079108
24,733596.635750868,1391.25,3.57812390645005,-2.00920071589773,31.1380271878066,1.999,2.671,1.85500452079108
24,733596.635750868,1400.703,3.57659138452716,-2.00894884114407,31.1853215333344,1.999,2.669,1.85500452079108
24,733596.635750868,1410.094,3.57498797754271,-2.00665713673662,31.2082670671977,1.9988,2.668,1.85500452079108
24,733596.635750868,1419.469,3.57322033030125,-2.00783953326579,31.2323386996344,1.999,2.666,1.85500452079108
24,733596.635750868,1428.828,3.57181489535263,-2.00723636516634,31.2695701175267,1.999,2.665,1.85500452079108
24,733596.635750868,1438.219,3.57019734125478,-2.01008036037127,31.2849680233611,1.9988,2.663,1.85500452079108
24,733596.635750868,1447.578,3.56849983669606,-2.01036931716413,31.3145992651597,1.999,2.662,1.85500452079108
24,733596.635750868,1456.938,3.56704321990352,-2.00873044589444,31.3269461242527,1.999,2.66,1.85500452079108
24,733596.635750868,1466.281,3.56527224103978,-2.00722822254203,31.3570379692364,1.9988,2.658,1.85500452079108
24,733596.635750868,1475.641,3.56377073756865,-2.00619732348695,31.3797199578041,1.999,2.657,1.85500452079108
24,733596.635750868,1485.063,3.56215689003945,-2.00896900244848,31.4102628154454,1.999,2.656,1.85500452079108
24,733596.635750868,1494.422,3.56072983939643,-2.00748979711738,31.4323016328393,1.999,2.654,1.85500452079108
24,733596.635750868,1503.797,3.55896977253979,-2.00816003547382,31.4605033035689,1.999,2.652,1.85500452079108
24,733596.635750868,1513.188,3.55746834854672,-2.01056416166617,31.4877099563753,1.999,2.651,1.85500452079108
24,733596.635750868,1522.641,3.55597031824105,-2.00641937509898,31.5061755495539,1.999,2.649,1.85500452079108
24,733596.635750868,1532.031,3.55451833918577,-2.00906748200545,31.5350373263139,1.999,2.648,1.85500452079108
24,733596.635750868,1541.344,3.55312284335875,-2.00894257623187,31.5613209123194,1.999,2.646,1.85500452079108
24,733596.635750868,1550.781,3.5514186998831,-2.00774262295135,31.5841138369433,1.999,2.644,1.85500452079108
24,733596.635750868,1560.188,3.55016030645992,-2.00824723485982,31.6087686793039,1.999,2.643,1.85500452079108
24,733596.635750868,1569.563,3.54844035561791,-2.00826607079759,31.6219089189574,1.999,2.642,1.85500452079108
24,733596.635750868,1579.016,3.54704411496915,-2.01124558498217,31.6530276534468,1.999,2.64,1.85500452079108
24,733596.635750868,1588.422,3.54572429452477,-2.00904707737701,31.6716095556383,1.999,2.639,1.85500452079108
24,733596.635750868,1597.828,3.54420451581066,-2.01106458932125,31.7001713662198,1.999,2.638,1.85500452079108
24,733596.635750868,1607.235,3.5427036010345,-2.01095252476293,31.7249146474014,1.999,2.636,1.85500452079108
24,733596.635750868,1616.61,3.54126630632183,-2.01059182775798,31.7486907079938,1.999,2.634,1.85500452079108
24,733596.635750868,1626.016,3.5398476083299,-2.00894255889614,31.7793302407553,1.999,2.633,1.85500452079108
24,733596.635750868,1635.438,3.53838665138724,-2.00797059552275,31.8001352301754,1.999,2.632,1.85500452079108
24,733596.635750868,1644.844,3.53713278319442,-2.00822404204198,31.8208249369005,1.999,2.63,1.85500452079108
24,733596.635750868,1654.235,3.53552529475721,-2.00827098706918,31.8509412414864,1.999,2.629,1.85500452079108
24,733596.635750868,1663.641,3.53434133060283,-2.01077117257312,31.8722336243783,1.999,2.628,1.85500452079108
24,733596.635750868,1673.078,3.53290601179786,-2.00952067062709,31.8930854353808,1.999,2.626,1.85500452079108
24,733596.635750868,1682.485,3.53171661114778,-2.00890976976405,31.912168705333,1.999,2.625,1.85500452079108
24,733596.635750868,1691.844,3.53026758960239,-2.00953313153901,31.9461159967321,1.999,2.623,1.85500452079108
24,733596.635750868,1701.25,3.52911572093074,-2.00978563606052,31.969740329439,1.999,2.622,1.85500452079108
24,733596.635750868,1710.656,3.5276136183911,-2.00805651097148,31.9966118670246,1.999,2.621,1.85500452079108
24,733596.635750868,1720.016,3.5262519187159,-2.01103341427443,32.0223976155031,1.999,2.62,1.85500452079108
24,733596.635750868,1729.422,3.5247965499275,-2.01002342737279,32.0334384723789,1.999,2.618,1.85500452079108
24,733596.635750868,1738.875,3.52363409256628,-2.01087941970445,32.0513692202008,1.999,2.617,1.85500452079108
24,733596.635750868,1748.297,3.52223290588173,-2.00959202676488,32.0749286514276,1.9988,2.616,1.85500452079108
24,733596.635750868,1757.656,3.52088398455584,-2.00879664071972,32.0959096413921,1.999,2.614,1.85500452079108
24,733596.635750868,1767.016,3.51965225626038,-2.00838173669247,32.1234160361876,1.9988,2.613,1.85500452079108
24,733596.635750868,1776.36,3.51844283152178,-2.01027804250332,32.1461975816281,1.999,2.612,1.85500452079108
24,733596.635750868,1785.781,3.51714567442677,-2.01014150865374,32.1530822316446,1.999,2.611,1.85500452079108
24,733596.635750868,1795.203,3.51597687583159,-2.0085939349488,32.1796989758954,1.999,2.61,1.85500452079108
24,733596.635750868,1804.625,3.51460191269958,-2.00746918001976,32.2023952798152,1.999,2.608,1.85500452079108
24,733596.635750868,1814.016,3.51355105737157,-2.00799280191578,32.233570829768,1.999,2.607,1.85500452079108
24,733596.635750868,1823.375,3.51232578653588,-2.00731029103079,32.2555650627942,1.999,2.606,1.85500452079108
24,733596.635750868,1832.75,3.5111281363773,-2.00990697678059,32.2630970364683,1.999,2.604,1.85500452079108
24,733596.635750868,1842.156,3.50982703761577,-2.00688804186593,32.3030574737275,1.999,2.604,1.85500452079108
24,733596.635750868,1851.531,3.50879744335539,-2.0085320000555,32.3230204113026,1.999,2.602,1.85500452079108
24,733596.635750868,1860.922,3.50748601499746,-2.00899463072888,32.3380582404043,1.999,2.601,1.85500452079108
24,733596.635750868,1870.375,3.50643252177556,-2.01299508192832,32.3697388114669,1.999,2.6,1.85500452079108
24,733596.635750868,1879.766,3.50522874330724,-2.00635709265363,32.3906301165479,1.9988,2.599,1.85500452079108
24,733596.635750868,1889.172,3.50407102796562,-2.00736302992071,32.4180641121669,1.999,2.598,1.85500452079108
24,733596.635750868,1898.594,3.50301678360527,-2.00774414389391,32.4323104815917,1.999,2.596,1.85500452079108
24,733596.635750868,1908.047,3.5018899918735,-2.00792693612291,32.4408628496349,1.999,2.596,1.85500452079108
24,733596.635750868,1917.438,3.50084741558506,-2.01110146916892,32.4543003640644,1.999,2.594,1.85500452079108
24,733596.635750868,1926.797,3.49978987604381,-2.00937638539475,32.4789385354158,1.999,2.593,1.85500452079108
24,733596.635750868,1936.141,3.49876647561618,-2.00951475585994,32.4984967301698,1.999,2.592,1.85500452079108
24,733596.635750868,1945.547,3.49760398526821,-2.00840319397141,32.5136385408926,1.999,2.591,1.85500452079108
24,733596.635750868,1954.922,3.49641005153137,-2.00888975069765,32.5404447871085,1.999,2.59,1.85500452079108
24,733596.635750868,1964.328,3.49531484109247,-2.01020479277941,32.5711307980889,1.999,2.589,1.85500452079108
24,733596.635750868,1973.875,3.49420484939672,-2.00925746161104,32.593160617236,1.999,2.588,1.85500452079108
24,733596.635750868,1983.235,3.4930269985348,-2.00925534074908,32.6148946829432,1.999,2.587,1.85500452079108
24,733596.635750868,1992.735,3.49203425437922,-2.00999930624122,32.6386580448603,1.999,2.586,1.85500452079108
24,733596.635750868,2002.125,3.49087215396633,-2.0081540374401,32.6505628447565,1.999,2.585,1.85500452079108
24,733596.635750868,2011.531,3.49000454464598,-2.00763041020543,32.6746273950407,1.999,2.584,1.85500452079108
24,733596.635750868,2020.922,3.48911002700341,-2.00740559393839,32.7018668930261,1.999,2.583,1.85500452079108
24,733596.635750868,2030.406,3.48788653819848,-2.00860772053419,32.7215261019661,1.999,2.582,1.85500452079108
24,733596.635750868,2039.813,3.48699457809997,-2.00851343833629,32.7366969170461,1.999,2.581,1.85500452079108
24,733596.635750868,2049.188,3.48570121797603,-2.00830567687462,32.7478376681967,1.999,2.58,1.85500452079108
24,733596.635750868,2058.578,3.48472434810109,-2.00804427555033,32.7768355838759,1.999,2.579,1.85500452079108
24,733596.635750868,2068.031,3.48389186150229,-2.00811641724374,32.8145346732598,1.999,2.578,1.85500452079108
24,733596.635750868,2077.391,3.482701357955,-2.0085871057898,32.830236405641,1.999,2.576,1.85500452079108
24,733596.635750868,2086.75,3.48163935700014,-2.01014049332418,32.8551673269851,1.999,2.576,1.85500452079108
24,733596.635750868,2096.141,3.48068370275465,-2.00784937510522,32.8672446322192,1.999,2.574,1.85500452079108
24,733596.635750868,2105.531,3.47972194948085,-2.01004186337286,32.8876834498971,1.999,2.574,1.85500452079108
24,733596.635750868,2114.953,3.47881851957709,-2.01008309061293,32.9194447374141,1.999,2.572,1.85500452079108
24,733596.635750868,2124.391,3.47772821688303,-2.00738646078968,32.9358146974117,1.999,2.572,1.85500452079108
24,733596.635750868,2133.813,3.47687123961471,-2.00665317128315,32.9580431156955,1.999,2.57,1.85500452079108
24,733596.635750868,2143.219,3.47568342999229,-2.00774344724766,32.9680295924286,1.999,2.57,1.85500452079108
24,733596.635750868,2152.61,3.47471545634932,-2.01086510677691,32.9964681317201,1.999,2.568,1.85500452079108
24,733596.635750868,2162.063,3.47361470354877,-2.0070009576463,33.024640472701,1.999,2.568,1.85500452079108
24,733596.635750868,2171.453,3.47268594618758,-2.00853037078969,33.0584481626117,1.999,2.567,1.85500452079108
24,733596.635750868,2180.86,3.47160321604267,-2.00920334121225,33.0697072041924,1.999,2.566,1.85500452079108
24,733596.635750868,2190.281,3.4705086387004,-2.00790421607671,33.0858437728754,1.999,2.564,1.85500452079108
24,733596.635750868,2199.735,3.46946640692459,-2.00847306927724,33.1147633312304,1.999,2.564,1.85500452079108
24,733596.635750868,2209.11,3.46845462128079,-2.00923946731311,33.1407715450325,1.999,2.562,1.85500452079108
24,733596.635750868,2218.5,3.46763087136547,-2.01161875277539,33.1490847722061,1.999,2.562,1.85500452079108
24,733596.635750868,2227.891,3.46643047628897,-2.00908399332454,33.1793308081293,1.999,2.56,1.85500452079108
24,733596.635750868,2237.266,3.46549231704851,-2.00826331337352,33.2192350675965,1.999,2.56,1.85500452079108
24,733596.635750868,2246.672,3.46453271383105,-2.0072399290872,33.2350121802089,1.999,2.558,1.85500452079108
24,733596.635750868,2256.094,3.46351282528171,-2.00874723704421,33.2412863206648,1.999,2.558,1.85500452079108
24,733596.635750868,2265.469,3.46236689421196,-2.00930312521667,33.2882540871764,1.999,2.557,1.85500452079108
24,733596.635750868,2274.844,3.46134038059404,-2.01071389754734,33.3019056997003,1.999,2.556,1.85500452079108
24,733596.635750868,2284.266,3.46020601774682,-2.00969280144754,33.3270094626085,1.999,2.554,1.85500452079108
24,733596.635750868,2293.641,3.45948769011447,-2.00813420964824,33.3498617046241,1.999,2.554,1.85500452079108
24,733596.635750868,2303.031,3.45837098501633,-2.00971586643894,33.3752430086555,1.999,2.552,1.85500452079108
24,733596.635750868,2312.391,3.45734929414578,-2.00818058944187,33.3962654164887,1.999,2.552,1.85500452079108
24,733596.635750868,2321.781,3.45633918571704,-2.01049149681085,33.4161666291033,1.999,2.55,1.85500452079108
24,733596.635750868,2331.125,3.4551670379069,-2.00916406958524,33.4431414979691,1.999,2.55,1.85500452079108
24,733596.635750868,2340.5,3.45409327576325,-2.01050290805142,33.4813371194918,1.999,2.548,1.85500452079108
24,733596.635750868,2349.891,3.45306283065052,-2.00853059346146,33.5011393633749,1.999,2.547,1.85500452079108
24,733596.635750868,2359.297,3.45204304824698,-2.00810424774919,33.5321265741492,1.999,2.546,1.85500452079108
24,733596.635750868,2368.703,3.45094745446482,-2.00631514820151,33.5485659450704,1.999,2.546,1.85500452079108
